language,split,id,utt,annot_utt,scenario
Vietnamese,validation,817,ok google chơi vài bản nhạc nào,ok google chơi vài bản nhạc nào,play
Vietnamese,validation,835,những câu chuyện mới nhất của hollywood đang diễn ra là gì,những câu chuyện mới nhất của [news_topic : hollywood] đang diễn ra là gì,news
Vietnamese,validation,851,bật sáng các đèn,bật sáng các đèn,iot
Vietnamese,validation,885,báo thức cài lúc tám giờ sáng,báo thức cài lúc [time : tám giờ sáng],alarm
Vietnamese,validation,895,tắt báo thức sáu giờ sáng thứ tư,tắt báo thức [time : sáu giờ sáng] [date : thứ tư],alarm
Vietnamese,validation,896,tắt bất cứ báo thức buổi sáng nào sau ngày thứ sáu,tắt bất cứ báo thức [timeofday : buổi sáng] nào [date : sau ngày thứ sáu],alarm
Vietnamese,validation,906,tra cứu thời tiết tuần tới cho tôi,tra cứu thời tiết [date : tuần tới] cho tôi,weather
Vietnamese,validation,921,chơi nhạc từ ca sỹ yêu thích của tôi,chơi nhạc từ ca sỹ yêu thích của tôi,play
Vietnamese,validation,925,làm ơn giảm các bóng đèn đi một chút,làm ơn giảm các bóng đèn đi [change_amount : một chút],iot
Vietnamese,validation,937,điện thoại,điện thoại,alarm
Vietnamese,validation,943,nếu bây giờ là tám giờ tối ở bắc kinh thì là mấy giờ ở hà nội,nếu bây giờ là [time : tám giờ tối] ở [place_name : bắc kinh] thì là mấy giờ ở [place_name : hà nội],datetime
Vietnamese,validation,966,phúc long có chấp nhận đơn hàng mang về không,[business_name : phúc long] có chấp nhận đơn hàng [order_type : mang về] không,takeaway
Vietnamese,validation,975,bạn có thể nói tôi mấy giờ ở new york,bạn có thể nói tôi mấy giờ ở [place_name : new york],datetime
Vietnamese,validation,984,tin tức gần đây trên kênh mười bốn,tin tức gần đây trên [media_type : kênh mười bốn],news
Vietnamese,validation,1012,đưa tôi đến website của kênh mười bốn,đưa tôi đến website của [media_type : kênh mười bốn],social
Vietnamese,validation,1015,làm ơn kéo lên các tiêu đề,làm ơn kéo lên các tiêu đề,news
Vietnamese,validation,1016,có những tiêu đề nào ở kênh mười bốn,có những tiêu đề nào ở [media_type : kênh mười bốn],news
Vietnamese,validation,1023,tìm hiểu xem olive garden có bán mang đi hay không,tìm hiểu xem [business_name : olive garden] có bán [order_type : mang đi] hay không,takeaway
Vietnamese,validation,1027,tôi có thể biết ngày của ngày hôm nay không,tôi có thể biết ngày [date : của ngày hôm nay] không,datetime
Vietnamese,validation,1038,báo thức đến trường của tôi đã được đặt chưa,báo thức đến trường của tôi đã được đặt chưa,alarm
Vietnamese,validation,1051,bên ngoài nóng làm sao,bên ngoài [weather_descriptor : nóng] làm sao,weather
Vietnamese,validation,1058,một giờ chiều hôm nay khởi động robot hút bụi,[time : một giờ chiều] [date : hôm nay] khởi động [device_type : robot hút bụi],iot
Vietnamese,validation,1085,người trợ tá tốt,người trợ tá tốt,news
Vietnamese,validation,1094,gửi cho tôi tin tức hiện tại cho hôm nay,gửi cho tôi tin tức hiện tại cho hôm nay,news
Vietnamese,validation,1122,phát bài hơn cả yêu của đức phúc bây giờ,phát bài [song_name : hơn cả yêu] của [artist_name : đức phúc] bây giờ,play
Vietnamese,validation,1125,hôm nay là ngày bao nhiêu,[date : hôm nay] là ngày bao nhiêu,datetime
Vietnamese,validation,1177,lời bài hát người hãy quên em đi của mỹ tâm,lời bài hát [song_name : người hãy quên em đi] của [artist_name : mỹ tâm],music
Vietnamese,validation,1179,không bao giờ mở cho tôi bất cứ nhạc đồng quê nữa,không bao giờ mở cho tôi bất cứ [music_genre : nhạc đồng quê] nữa,music
Vietnamese,validation,1189,nếu bây giờ là mười giờ tối ở sài gòn thì là mấy giờ ở đà nẵng,nếu bây giờ là [time : mười giờ tối] ở [place_name : sài gòn] thì là mấy giờ ở [place_name : đà nẵng],datetime
Vietnamese,validation,1192,tôi cần nghe người hãy quên em đi bởi mỹ tâm bây giờ,tôi cần nghe [song_name : người hãy quên em đi] bởi [artist_name : mỹ tâm] bây giờ,play
Vietnamese,validation,1196,tình trạng thời tiết hôm nay như thế nào,tình trạng thời tiết [date : hôm nay] như thế nào,weather
Vietnamese,validation,1197,trời sẽ mưa phải không,trời sẽ [weather_descriptor : mưa] phải không,weather
Vietnamese,validation,1201,thời gian hiện tại ở hà nội là bao nhiêu,thời gian hiện tại ở [place_name : hà nội] là bao nhiêu,datetime
Vietnamese,validation,1209,bạn có thể gợi ý cho tôi một loại đồ ăn tốt cho sức khỏe dùng cho bữa tối được không,bạn có thể gợi ý cho tôi một loại [food_type : đồ ăn tốt cho sức khỏe] dùng cho bữa tối được không,cooking
Vietnamese,validation,1210,đặt một bữa ăn ở một nhà hàng ngon,đặt một bữa ăn ở một [business_type : nhà hàng] ngon,takeaway
Vietnamese,validation,1211,đổi giờ bắc kinh sang giờ sài gòn,đổi giờ [place_name : bắc kinh] sang giờ [place_name : sài gòn],datetime
Vietnamese,validation,1215,olly làm cho phòng khách màu xanh dương,olly làm cho [house_place : phòng khách] [color_type : màu xanh dương],iot
Vietnamese,validation,1216,chỉnh phòng khách màu xanh dương,chỉnh [house_place : phòng khách] màu [color_type : xanh dương],iot
Vietnamese,validation,1222,vui lòng phát người hãy quên em đi,vui lòng phát [song_name : người hãy quên em đi],play
Vietnamese,validation,1223,cập nhật thời tiết vào thứ ba như thế nào,cập nhật thời tiết vào [date : thứ ba] như thế nào,weather
Vietnamese,validation,1224,cập nhật thời tiết buổi trưa thứ hai,cập nhật thời tiết [timeofday : buổi trưa] [date : thứ hai],weather
Vietnamese,validation,1225,ngày mười lăm tháng ba sẽ là ngày nào,ngày [date : mười lăm tháng ba] sẽ là ngày nào,datetime
Vietnamese,validation,1227,tôi muốn ngày của thứ hai cuối cùng của tháng này,tôi muốn ngày của [date : thứ hai cuối cùng của tháng này],datetime
Vietnamese,validation,1234,mấy giờ ở ấn độ khi thười gian ở mỹ là mười hai giờ trưa,mấy giờ ở [place_name : ấn độ] khi thười gian ở [place_name : mỹ] là [time : mười hai giờ trưa],datetime
Vietnamese,validation,1241,nói cho tôi biết mấy giờ rồi,nói cho tôi biết mấy giờ rồi,datetime
Vietnamese,validation,1257,tìm cho tôi truyện cười hay nhất về con gà,tìm cho tôi truyện cười hay nhất [joke_type : về con gà],general
Vietnamese,validation,1259,thời tiết thứ hai tuần này thế nào,thời tiết [date : thứ hai tuần này] thế nào,weather
Vietnamese,validation,1268,công thức bít tết của bạn thật tuyệt vời,công thức [food_type : bít tết] của bạn thật tuyệt vời,cooking
Vietnamese,validation,1271,có gì xảy ra trên thế giới hôm nay,có gì xảy ra trên thế giới [date : hôm nay],news
Vietnamese,validation,1272,ngày năm tháng mười hai là ngày nào,[date : ngày năm tháng mười hai] là ngày nào,datetime
Vietnamese,validation,1277,ê,ê,general
Vietnamese,validation,1295,tôi muốn tin tức về giải thưởng học viện,tôi muốn tin tức về [news_topic : giải thưởng học viện],news
Vietnamese,validation,1312,cho tôi biết giờ hiện tại ở ottawa,cho tôi biết giờ hiện tại ở [place_name : ottawa],datetime
Vietnamese,validation,1327,thời tiết hôm nay thế nào,thời tiết [date : hôm nay] thế nào,weather
Vietnamese,validation,1333,trời nó nóng hôm nay phải không nhỉ,trời nó [weather_descriptor : nóng] [date : hôm nay] phải không nhỉ,weather
Vietnamese,validation,1334,có phải hôm nay sẽ nóng không,có phải [date : hôm nay] sẽ [weather_descriptor : nóng] không,weather
Vietnamese,validation,1346,một trăm nghìn hai trăm mười bảy,một trăm nghìn hai trăm mười bảy,datetime
Vietnamese,validation,1349,thời tiết tuần này thế nào,thời tiết [date : tuần này] thế nào,weather
Vietnamese,validation,1357,chuyển sang tuỳ chọn đèn ban đêm,chuyển sang tuỳ chọn đèn ban đêm,iot
Vietnamese,validation,1365,tăng âm lượng một chút,tăng âm lượng một chút,audio
Vietnamese,validation,1380,tôi có thể đặt mang đi ở romero hay không,tôi có thể đặt [order_type : mang đi] ở [business_name : romero] hay không,takeaway
Vietnamese,validation,1416,đặt vài món mang đi,đặt vài món [order_type : mang đi],takeaway
Vietnamese,validation,1430,tìm và bỏ vào danh sách tất cả bài hát của mỹ tâm và phát tất cả không xáo trộn,tìm và bỏ vào danh sách tất cả bài hát của [artist_name : mỹ tâm] và phát tất cả [player_setting : không xáo trộn],play
Vietnamese,validation,1446,tạo một danh sách phát gồm tất cả bài hát của hồ ngọc hà và phát ngẫu nhiên,tạo một danh sách phát gồm tất cả bài hát của [artist_name : hồ ngọc hà] và phát [player_setting : ngẫu nhiên],play
Vietnamese,validation,1466,tuần này có tuyết đúng không,[date : tuần này] có [weather_descriptor : tuyết] đúng không,weather
Vietnamese,validation,1468,lên nhạc,lên nhạc,play
Vietnamese,validation,1478,tìm truyện cười mới,tìm truyện cười [joke_type : mới],general
Vietnamese,validation,1525,tôi muốn nghe pop,tôi muốn nghe [music_genre : pop],play
Vietnamese,validation,1544,tôi muốn nghe nhạc sôi động,tôi muốn nghe nhạc [music_descriptor : sôi động],play
Vietnamese,validation,1545,phát billboard top ten,phát billboard top ten,play
Vietnamese,validation,1548,tôi có thể xem dự báo mười ngày cho khu vực của tôi hay không,tôi có thể xem dự báo [time : mười ngày] cho khu vực của tôi hay không,weather
Vietnamese,validation,1557,làm ơn hiện dự báo thời tiết cho tuần này,làm ơn hiện dự báo thời tiết cho [date : tuần này],weather
Vietnamese,validation,1558,chơi cho tôi một vài bản nhạc pop,chơi cho tôi một vài bản nhạc [music_genre : pop],play
Vietnamese,validation,1566,phát âm nhạc từ danh sách phát,phát âm nhạc từ danh sách phát,play
Vietnamese,validation,1569,tôi có thể uống một ly espresso bây giờ không,tôi có thể uống một ly [coffee_type : espresso] bây giờ không,iot
Vietnamese,validation,1576,khởi động máy hút bụi,khởi động [device_type : máy hút bụi],iot
Vietnamese,validation,1599,bạn có thể khởi động robot hút bụi không,bạn có thể khởi động [device_type : robot hút bụi] không,iot
Vietnamese,validation,1615,gửi thông báo cho tôi về bất kỳ tin tức nào về chính trị,gửi thông báo cho tôi về bất kỳ tin tức nào về [news_topic : chính trị],news
Vietnamese,validation,1621,xếp hạng,xếp hạng,music
Vietnamese,validation,1625,sáng hay chiều,sáng hay chiều,alarm
Vietnamese,validation,1637,những bài báo mới nhất từ tin tức yahoo là gì,những bài báo mới nhất từ [media_type : tin tức yahoo] là gì,news
Vietnamese,validation,1664,tìm giúp tôi tin mới nhất từ báo thanh niên sáu giờ trước,tìm giúp tôi tin mới nhất từ [media_type : báo thanh niên] [time : sáu giờ trước],news
Vietnamese,validation,1678,f. m. chín trăm chín mươi chín gần đây đang phát nhạc gì,f. m. chín trăm chín mươi chín gần đây đang phát nhạc gì,music
Vietnamese,validation,1680,tăng âm lượng của âm nhạc tới mức chín mươi,tăng âm lượng của âm nhạc [change_amount : tới mức chín mươi],audio
Vietnamese,validation,1687,nhiệt độ của ngày mai sẽ nóng hay không,[weather_descriptor : nhiệt độ] [date : của ngày mai] sẽ [weather_descriptor : nóng] hay không,weather
Vietnamese,validation,1688,dự báo thời tiết tuần này như thế nào,dự báo thời tiết [date : tuần này] như thế nào,weather
Vietnamese,validation,1696,nghệ sĩ của bài hát đang phát là ai,nghệ sĩ của bài hát đang phát là ai,music
Vietnamese,validation,1698,tôi không thích bài hát này tắt nó đi,tôi không thích bài hát này tắt nó đi,music
Vietnamese,validation,1702,hằng ngày lúc mười giờ đến mười một giờ sáng khởi động máy hút bụi,[general_frequency : hằng ngày] lúc [time : mười giờ] đến [time : mười một giờ sáng] khởi động [device_type : máy hút bụi],iot
Vietnamese,validation,1726,nhiệt độ cao nhất trong tuần tới là bao nhiêu,[weather_descriptor : nhiệt độ] cao nhất trong [date : tuần tới] là bao nhiêu,weather
Vietnamese,validation,1732,thanh toán hôm nay đặt báo thức lúc mười giờ sáng,thanh toán [date : hôm nay] đặt báo thức lúc [time : mười giờ sáng],alarm
Vietnamese,validation,1770,mở bài của mỹ tâm,mở bài của [artist_name : mỹ tâm],play
Vietnamese,validation,1771,phát michael jackson,phát [artist_name : michael jackson],play
Vietnamese,validation,1791,có thể cung cấp âm nhạc mà tôi yêu thích không,có thể cung cấp âm nhạc mà tôi yêu thích không,music
Vietnamese,validation,1793,những tin tức gì mới nhất về syria,những tin tức gì mới nhất về [place_name : syria],news
Vietnamese,validation,1805,tôi cần một chút ánh sáng nữa,tôi cần một chút ánh sáng nữa,iot
Vietnamese,validation,1818,cho tôi biết giờ hiện tại,cho tôi biết giờ hiện tại,datetime
Vietnamese,validation,1823,ca sĩ yêu thích của tôi là shakira,ca sĩ yêu thích của tôi là [artist_name : shakira],music
Vietnamese,validation,1827,có gì đang diễn ra ở new york,có gì đang diễn ra ở [place_name : new york],news
